Date,Time,X,Y   S,peed  Te,mperature,Diameter,EnergyA,EnergyB
12/6/2021,08:13.4,-17.07,32.75,279,3405,44,6284600.9,5247430.9
12/6/2021,08:13.4,-17.07,32.75,152,3265,16,624315.8,584298.9
12/6/2021,08:13.4,-17.07,32.75,169,3428,31,3045615.1,2693425.4
12/6/2021,08:13.4,-17.07,32.75,173,3208,31,2303759.6,2135108.8
12/6/2021,08:13.5,-17.07,32.75,154,3275,21,1219768.8,1080270
12/6/2021,08:13.5,-17.07,32.75,188,3287,16,681517.2,621924.6
12/6/2021,08:13.5,-17.07,32.75,146,2962,25,965807.4,1025387.4
12/6/2021,08:13.5,-17.07,32.75,98,3358,17,917061.1,792215.9
12/6/2021,08:13.6,-17.07,32.75,149,3083,37,2574790.4,2563231
12/6/2021,08:13.6,-17.07,32.75,173,3496,20,1411130.4,1187259
12/6/2021,08:13.6,-17.07,32.75,169,3266,33,2965534.4,2608941.2
12/6/2021,08:13.6,-17.07,32.75,139,3292,18,832754,762701.6
12/6/2021,08:13.7,-17.07,32.75,163,3341,25,1727037,1548953.2
12/6/2021,08:13.7,-17.07,32.75,139,3146,47,4695975,4433358.9
12/6/2021,08:13.8,-17.07,32.75,154,3214,20,969121.9,864919.3
12/6/2021,08:13.8,-17.07,32.75,188,3791,19,1794272.4,1381388.5
12/6/2021,08:13.8,-17.07,32.75,163,3274,14,535748.1,465529.6
12/6/2021,08:13.8,-17.07,32.75,146,3357,14,611051.7,530702.9
12/6/2021,08:13.9,-17.07,32.75,173,3162,31,2202140.1,2035042
12/6/2021,08:13.9,-17.07,32.75,166,3168,30,1962492.6,1824904.2
12/6/2021,08:13.9,-17.07,32.75,169,3153,51,5504381.9,5242528.6
12/6/2021,08:13.9,-17.07,32.75,166,3186,25,1449475.6,1302011.1
12/6/2021,08:13.9,-17.07,32.75,196,3307,18,837761.8,756379.1
12/6/2021,08:13.9,-17.07,32.75,184,3308,45,5540533.9,4917359.2
12/6/2021,08:14.0,-17.07,32.75,152,2856,22,585045.3,628211.3
12/6/2021,08:14.0,-17.07,32.75,176,3240,18,789712.1,745459.5
12/6/2021,08:14.0,-17.07,32.75,152,2943,25,997529.2,993833.7
12/6/2021,08:14.0,-17.07,32.75,188,3471,16,914225.1,774462.5
12/6/2021,08:14.2,-17.07,32.75,196,3960,13,1119892.5,800055
12/6/2021,08:14.2,-17.07,32.75,166,3025,15,405087.8,406025
12/6/2021,08:14.5,-17.07,32.75,184,3318,17,774412.9,680225.4
12/6/2021,08:14.6,-17.07,32.75,152,3049,52,5093052.4,4871039
12/6/2021,08:14.8,-17.07,32.75,54,3098,17,531685.1,533310.1
12/6/2021,08:14.1,-17.07,32.75,146,3184,37,3093454.9,2819579.6
12/6/2021,08:14.1,-17.07,32.75,169,3301,24,1512000,1384975.6
12/6/2021,08:14.2,-17.07,32.75,142,3257,26,1694156.8,1573240.5
12/6/2021,08:14.2,-17.07,32.75,192,3755,12,735909.9,581760
12/6/2021,08:14.2,-17.07,32.75,169,3354,18,900517.6,797374.9
12/6/2021,08:14.3,-17.07,32.75,184,3161,21,947481.1,926124.6
12/6/2021,08:14.4,-17.07,32.75,180,3200,21,922855.1,919996.3
12/6/2021,08:14.4,-17.07,32.75,176,3163,28,1622998.4,1588818.5
12/6/2021,08:14.4,-17.07,32.75,184,3127,34,2317801.7,2232611.6
12/6/2021,08:14.4,-17.07,32.75,173,3003,24,935555.7,937176.3
12/6/2021,08:14.4,-17.07,32.75,100,3668,18,1497553.8,1125825.9
12/6/2021,08:14.5,-17.07,32.75,180,3255,18,798157.9,716320.3
12/6/2021,08:14.5,-17.07,32.75,163,3453,17,1033986.4,879673.8
12/6/2021,08:14.5,-17.07,32.75,188,3436,21,1448972.4,1278974.5
12/6/2021,08:14.5,-17.07,32.75,142,3147,58,7053831.5,6718101
12/6/2021,08:14.5,-17.07,32.75,144,3338,13,472145.5,409144.7
12/6/2021,08:14.6,-17.07,32.75,188,3212,23,1263201.7,1204203.3
12/6/2021,08:14.6,-17.07,32.75,201,3849,14,1056071.9,818500.5
12/6/2021,08:14.6,-17.07,32.75,196,3265,21,1081499.4,995226.6
12/6/2021,08:14.6,-17.07,32.75,169,2944,27,1142980.7,1083367.6
12/6/2021,08:14.7,-17.07,32.75,142,3295,15,655383,569688.9
12/6/2021,08:14.7,-17.07,32.75,163,3297,16,722339.3,642766.1
12/6/2021,08:14.7,-17.07,32.75,176,3485,16,843584.2,726495.8
12/6/2021,08:14.8,-17.07,32.75,188,3655,19,1698626.8,1306099.7
12/6/2021,08:14.8,-17.07,32.75,184,3418,24,1788193.4,1605202.3
12/6/2021,08:14.9,-17.07,32.75,169,3276,24,1501844.8,1413403.6
12/6/2021,08:14.9,-17.07,32.75,157,3209,25,1481299.8,1382105.5
12/6/2021,08:14.9,-17.07,32.75,166,3357,18,971889.2,881607.6
12/6/2021,08:14.9,-17.07,32.75,192,3482,19,1177784.1,1022368.7
12/6/2021,08:15.0,-17.07,32.75,163,3214,22,1159252.7,1035958
12/6/2021,08:15.0,-17.07,32.75,133,3517,31,3708734.7,2983874.8
12/6/2021,08:15.2,-17.07,32.75,139,3011,39,2581558.4,2637988.5
12/6/2021,08:15.3,-17.07,32.75,146,2888,22,633790.7,669265.7
12/6/2021,08:15.3,-17.07,32.75,196,3401,18,982698.8,876204.9
12/6/2021,08:15.5,-17.07,32.75,196,3631,18,1484737.1,1083213.2
12/6/2021,08:15.6,-17.07,32.75,169,3381,25,1803862.5,1616145.6
12/6/2021,08:15.8,-17.07,32.75,180,3022,25,1009157.9,1049586.2
12/6/2021,08:15.2,-17.07,32.75,64,3441,41,5612201.9,4726517.7
12/6/2021,08:15.2,-17.07,32.75,149,3206,38,3378626.9,3112099.1
12/6/2021,08:15.3,-17.07,32.75,160,3287,23,1443375,1255385
12/6/2021,08:15.3,-17.07,32.75,166,3273,40,4271325.2,3781765.7
12/6/2021,08:15.3,-17.07,32.75,222,3805,16,1371080.8,1059298.5
12/6/2021,08:15.4,-17.07,32.75,152,3099,22,983368.4,953403.3
12/6/2021,08:15.4,-17.07,32.75,163,3242,32,2554975.2,2383395.8
12/6/2021,08:15.4,-17.07,32.75,211,3452,14,675269.7,584482.3
12/6/2021,08:15.5,-17.07,32.75,149,3133,24,1189763.9,1107383.6
12/6/2021,08:15.5,-17.07,32.75,160,3242,25,1542643.8,1446537.1
12/6/2021,08:15.5,-17.07,32.75,169,3338,39,4494452.8,3933324.6
12/6/2021,08:15.5,-17.07,32.75,169,3186,30,2129633.4,1950494.1
12/6/2021,08:15.5,-17.07,32.75,166,3170,18,717979.8,649153.8
12/6/2021,08:15.5,-17.07,32.75,184,3594,20,1601837.2,1291831.3
12/6/2021,08:15.5,-17.07,32.75,160,3389,21,1363000,1186967.9
12/6/2021,08:15.6,-17.07,32.75,152,3237,19,914287.9,832878.9
12/6/2021,08:15.6,-17.07,32.75,184,3209,27,1690320.5,1618729
12/6/2021,08:15.6,-17.07,32.75,169,3259,24,1437550.7,1311771.7
12/6/2021,08:15.6,-17.07,32.75,135,3485,18,1144915.3,1000073.1
12/6/2021,08:15.7,-17.07,32.75,184,3406,16,743591.5,659450.4
12/6/2021,08:15.7,-17.07,32.75,111,3041,36,2436893,2274641.9
12/6/2021,08:15.7,-17.07,32.75,135,3888,16,2097976.4,1113954.4
12/6/2021,08:15.8,-17.07,32.75,63,3322,17,803396.4,733348.4
12/6/2021,08:15.8,-17.07,32.75,163,3024,22,856838.6,859616.3
12/6/2021,08:15.8,-17.07,32.75,146,3126,43,3807067.4,3652570
12/6/2021,08:15.9,-17.07,32.75,184,3294,15,639538.3,573021.3
12/6/2021,08:15.9,-17.07,32.75,163,3102,20,757351.3,739808.8
12/6/2021,08:15.9,-17.07,32.75,176,3086,43,3565088.3,3505883.4
12/6/2021,08:15.9,-17.07,32.75,173,3497,13,617625.5,513693.3
12/6/2021,08:15.9,-17.07,32.75,66,3358,20,1231628.9,1029848.6
12/6/2021,08:16.0,-17.07,32.75,149,3258,27,1843504.9,1697716.5
12/6/2021,08:16.0,-17.07,32.75,169,3145,27,1538863.4,1453322.9
12/6/2021,08:16.2,-17.07,32.75,166,3015,25,1061590,1064312.2
12/6/2021,08:16.3,-17.07,32.75,169,3288,29,2193012.6,1997552.6
12/6/2021,08:16.5,-17.07,32.75,166,3331,20,1204779.6,1029188.6
12/6/2021,08:16.6,-17.07,32.75,196,3701,9,491546.5,313200
12/6/2021,08:16.8,-17.07,32.75,188,3500,17,1027414.7,845387.5
12/6/2021,08:16.9,-17.07,32.75,152,3183,22,1077100,1056182.6
12/6/2021,08:16.9,-17.07,32.75,152,3145,30,1857079.7,1772361.9
12/6/2021,08:16.1,-17.07,32.75,157,3296,20,1054936.8,982472.7
12/6/2021,08:16.1,-17.07,32.75,62,3768,13,877050.6,677737.7
12/6/2021,08:16.1,-17.07,32.75,184,3249,33,2614076,2526390.4
12/6/2021,08:16.2,-17.07,32.75,254,3832,11,728220.7,543268.1
12/6/2021,08:16.2,-17.07,32.75,180,3184,21,979216.7,933788.4
12/6/2021,08:16.2,-17.07,32.75,127,3192,40,3671647.7,3360992.2
12/6/2021,08:16.2,-17.07,32.75,163,3601,15,871146.1,714449.1
12/6/2021,08:16.3,-17.07,32.75,169,2943,23,843851.4,836163
12/6/2021,08:16.3,-17.07,32.75,74,3795,15,1315301.4,945990.7
12/6/2021,08:16.3,-17.07,32.75,86,3433,27,2375651.4,1981476
12/6/2021,08:16.4,-17.07,32.75,169,3206,25,1394614.3,1313878.2
12/6/2021,08:16.4,-17.07,32.75,180,3300,18,876491.9,775319.5
12/6/2021,08:16.4,-17.07,32.75,144,4125,6,333381.1,215257
12/6/2021,08:16.4,-17.07,32.75,142,3054,33,1851676.3,1960202
12/6/2021,08:16.4,-17.07,32.75,166,1263,169,89819.9,311854.4
12/6/2021,08:16.5,-17.07,32.75,211,3220,49,5556793.3,5211398.2
12/6/2021,08:16.5,-17.07,32.75,192,3457,14,725820.9,555600
12/6/2021,08:16.5,-17.07,32.75,157,3206,35,2861702.5,2663082.9
12/6/2021,08:16.5,-17.07,32.75,85,3411,16,776976.9,668983.7
12/6/2021,08:16.5,-17.07,32.75,154,3134,23,1098900.8,1077206.2
12/6/2021,08:16.6,-17.07,32.75,144,2965,42,2637544.7,2744383.4
12/6/2021,08:16.6,-17.07,32.75,201,3868,14,1026249.8,795501.1
12/6/2021,08:16.7,-17.07,32.75,169,3060,22,877473.9,902471.5
12/6/2021,08:16.7,-17.07,32.75,163,3010,15,409772.2,402899.7
12/6/2021,08:16.7,-17.07,32.75,211,4066,11,808316.7,604390.2
12/6/2021,08:16.7,-17.07,32.75,142,3132,25,1387136.4,1278217.5
12/6/2021,08:16.7,-17.07,32.75,163,3171,32,2261809.6,2143952.1
12/6/2021,08:16.8,-17.07,32.75,149,3373,22,1544929.2,1285588.7
12/6/2021,08:16.8,-17.07,32.75,163,3459,19,1192494.1,1015696.2
12/6/2021,08:16.8,-17.07,32.75,144,3160,35,2654614.5,2520559.8
12/6/2021,08:16.9,-17.07,32.75,192,3132,28,1591360.3,1535513.4
12/6/2021,08:16.9,-17.07,32.75,129,3044,27,1288223.1,1254864.7
12/6/2021,08:17.0,-17.07,32.75,184,3484,15,853101.1,702459
12/6/2021,08:17.0,-17.07,32.75,180,3056,39,2769084.3,2695448
12/6/2021,08:17.0,-17.07,32.75,180,3329,20,1132241.7,1037042.7
12/6/2021,08:17.2,-17.07,32.75,196,3699,13,882633,623554.5
12/6/2021,08:17.6,-17.07,32.75,173,3101,28,1583345.3,1525036.5
12/6/2021,08:17.9,-17.07,32.75,201,3267,38,3580575.3,3294183.8
12/6/2021,08:17.9,-17.07,32.75,211,3458,19,1249252.3,1006497.2
12/6/2021,08:17.1,-17.07,32.75,192,3109,17,595489,580219.7
12/6/2021,08:17.1,-17.07,32.75,65,3669,13,832629.1,606897.4
12/6/2021,08:17.2,-17.07,32.75,176,3315,21,1276854,1138971.9
12/6/2021,08:17.2,-17.07,32.75,188,3451,13,607929,519757.3
12/6/2021,08:17.2,-17.07,32.75,157,3299,21,1171214.7,1057875
12/6/2021,08:17.3,-17.07,32.75,157,2826,25,753853.9,784887.1
12/6/2021,08:17.3,-17.07,32.75,146,4175,8,530111.7,340532.5
12/6/2021,08:17.3,-17.07,32.75,184,3084,35,2369130.7,2287881.3
12/6/2021,08:17.3,-17.07,32.75,184,3428,22,1673089.4,1416493
12/6/2021,08:17.3,-17.07,32.75,169,3111,20,811529.1,768625.5
12/6/2021,08:17.4,-17.07,32.75,227,3609,13,756361.7,570577.3
12/6/2021,08:17.4,-17.07,32.75,154,3096,53,5559093.8,5368353.3
12/6/2021,08:17.4,-17.07,32.75,157,3181,22,1094027.3,1032538.4
12/6/2021,08:17.5,-17.07,32.75,114,3065,18,621951.4,595931.6
12/6/2021,08:17.5,-17.07,32.75,196,3584,18,1276549.7,1084131.4
12/6/2021,08:17.5,-17.07,32.75,152,2811,28,941255.2,1002105.1
12/6/2021,08:17.6,-17.07,32.75,149,2910,32,1446451.8,1471085
12/6/2021,08:17.6,-17.07,32.75,176,3469,16,812709.5,716500.8
12/6/2021,08:17.6,-17.07,32.75,157,3314,21,1129664.6,1052033.9
12/6/2021,08:17.6,-17.07,32.75,144,2988,27,1175071.3,1213367.7
12/6/2021,08:17.7,-17.07,32.75,142,2946,24,825543.4,866932.8
12/6/2021,08:17.7,-17.07,32.75,75,2778,20,436956.8,482784.5
12/6/2021,08:17.7,-17.07,32.75,163,3562,13,710672.9,569651.8
12/6/2021,08:17.7,-17.07,32.75,152,3262,25,1586224.2,1475629.4
12/6/2021,08:17.7,-17.07,32.75,184,2934,27,1115400,1098721.5
12/6/2021,08:17.8,-17.07,32.75,120,3047,50,4655824.1,4437750.3
12/6/2021,08:17.8,-17.07,32.75,149,3262,37,3470835.2,3126272.6
12/6/2021,08:17.8,-17.07,32.75,176,3518,22,1844522.4,1547706.1
12/6/2021,08:17.8,-17.07,32.75,184,3426,12,465903.7,398930.5
12/6/2021,08:17.9,-17.07,32.75,139,2982,53,4576811.1,4597092.8
12/6/2021,08:17.9,-17.07,32.75,173,3032,40,2932403.5,2822653.2
12/6/2021,08:17.9,-17.07,32.75,163,3235,28,1855146.8,1746952.6
12/6/2021,08:17.9,-17.07,32.75,247,3534,20,1706348.2,1297356.1
12/6/2021,08:17.9,-17.07,32.75,146,2949,34,1688394.1,1744960.9
12/6/2021,08:18.0,-17.07,32.75,169,3124,17,606519.1,581795.2
12/6/2021,08:18.5,-17.07,32.75,169,3181,20,921551.9,860463.5
12/6/2021,08:18.8,-17.07,32.75,166,3150,56,6537577.5,6340407
12/6/2021,08:18.1,-17.07,32.75,176,3274,38,3927729.2,3455723.2
12/6/2021,08:18.2,-17.07,32.75,196,3533,15,763609.1,664090.9
12/6/2021,08:18.2,-17.07,32.75,169,3470,20,1358573.2,1158802
12/6/2021,08:18.2,-17.07,32.75,201,3489,12,505362.7,426534.4
12/6/2021,08:18.3,-17.07,32.75,135,3019,44,3198734.2,3319898.4
12/6/2021,08:18.3,-17.07,32.75,184,3167,20,946153.4,867698.6
12/6/2021,08:18.3,-17.07,32.75,192,3476,13,596088.6,532361.5
12/6/2021,08:18.4,-17.07,32.75,166,3107,37,2746125.1,2692792.7
12/6/2021,08:18.4,-17.07,32.75,53,3134,13,353416.6,311250.1
12/6/2021,08:18.4,-17.07,32.75,188,3663,11,548595.7,447716.6
12/6/2021,08:18.4,-17.07,32.75,180,3113,27,1507728,1453375.5
12/6/2021,08:18.5,-17.07,32.75,201,3337,13,457291.7,404761.9
12/6/2021,08:18.5,-17.07,32.75,176,3069,28,1414639.1,1394986
12/6/2021,08:18.5,-17.07,32.75,160,3369,16,802288,699760.4
12/6/2021,08:18.5,-17.07,32.75,163,3162,21,1018507.4,942905.5
12/6/2021,08:18.5,-17.07,32.75,188,3778,13,881705.4,631674.5
12/6/2021,08:18.6,-17.07,32.75,206,3105,17,525325.1,544688.1
12/6/2021,08:18.6,-17.07,32.75,146,3175,18,751100.2,698130.4
12/6/2021,08:18.6,-17.07,32.75,173,3580,16,985219.2,809889.3
12/6/2021,08:18.7,-17.07,32.75,169,3506,16,1005227.8,827058.8
12/6/2021,08:18.7,-17.07,32.75,188,3245,8,145333.3,135023.5
12/6/2021,08:18.7,-17.07,32.75,206,3559,15,902897.6,732035.1
12/6/2021,08:18.7,-17.07,32.75,142,3574,21,1742875.4,1443544.9
12/6/2021,08:18.8,-17.07,32.75,104,4201,11,1006822.1,694501.8
12/6/2021,08:18.8,-17.07,32.75,160,3187,32,2341000,2145087
12/6/2021,08:18.8,-17.07,32.75,76,3948,9,757706.1,381569.1
12/6/2021,08:18.8,-17.07,32.75,176,3352,18,954916.7,816776
12/6/2021,08:18.9,-17.07,32.75,169,3496,23,1952816.9,1535493
12/6/2021,08:18.9,-17.07,32.75,169,3360,28,2228403.3,2002297.6
12/6/2021,08:18.9,-17.07,32.75,146,3044,22,871561.3,852673.2
12/6/2021,08:18.9,-17.07,32.75,157,3162,20,837170.6,809616.2
12/6/2021,08:19.0,-17.07,32.75,56,3711,23,2393917.4,1948248.2
12/6/2021,08:19.0,-17.07,32.75,129,2850,41,2000942.1,2206154.7
12/6/2021,08:19.2,-17.07,32.75,139,3287,22,1318010.8,1205640.6
12/6/2021,08:19.5,-17.07,32.75,163,3079,29,1545827.1,1544353.1
12/6/2021,08:19.6,-17.07,32.75,157,3017,22,870429.8,843103.5
12/6/2021,08:19.6,-17.07,32.75,154,3458,20,1299144,1154308.6
12/6/2021,08:19.9,-17.07,32.75,173,3362,37,4112082.3,3614273.5
12/6/2021,08:19.1,-17.07,32.75,196,3213,22,1151906.5,1049113.6
12/6/2021,08:19.2,-17.07,32.75,176,3226,41,4110005.1,3777074.7
12/6/2021,08:19.2,-17.07,32.75,149,3161,47,4715540.7,4492546.6
12/6/2021,08:19.2,-17.07,32.75,149,2430,36,654793.2,862702.4
12/6/2021,08:19.3,-17.07,32.75,201,3355,23,1562181.4,1334429.6
12/6/2021,08:19.3,-17.07,32.75,152,3118,22,988043.2,968197.8
12/6/2021,08:19.3,-17.07,32.75,169,3350,31,2687639.3,2507108.9
12/6/2021,08:19.4,-17.07,32.75,222,3341,13,487384.6,434358.5
12/6/2021,08:19.4,-17.07,32.75,234,3798,13,1001756.8,732085.7
12/6/2021,08:19.4,-17.07,32.75,146,3120,36,2586632.7,2486860.3
12/6/2021,08:19.5,-17.07,32.75,184,3282,20,1131372.2,975906.4
12/6/2021,08:19.5,-17.07,32.75,173,3171,39,3408210.3,3231384
12/6/2021,08:19.5,-17.07,32.75,144,3127,20,805319.3,825187.5
12/6/2021,08:19.5,-17.07,32.75,180,3185,20,962054,888853
12/6/2021,08:19.5,-17.07,32.75,160,3283,23,1275573.3,1218591.7
12/6/2021,08:19.5,-17.07,32.75,173,3429,17,965323.1,800490.6
12/6/2021,08:19.6,-17.07,32.75,169,3235,16,590398.9,560942
12/6/2021,08:19.6,-17.07,32.75,135,3157,23,1149018.8,1083901.8
12/6/2021,08:19.6,-17.07,32.75,91,4436,10,1075935.8,658453.6
12/6/2021,08:19.6,-17.07,32.75,142,2780,28,948340.7,951450.9
12/6/2021,08:19.7,-17.07,32.75,192,3289,59,9003346.8,8246396.1
12/6/2021,08:19.7,-17.07,32.75,184,3337,15,684789.3,593688.4
12/6/2021,08:19.7,-17.07,32.75,188,2872,15,272929.1,293969.9
12/6/2021,08:19.7,-17.07,32.75,222,3665,16,1222766.9,954953
12/6/2021,08:19.8,-17.07,32.75,196,3771,13,875274.3,693263
12/6/2021,08:19.8,-17.07,32.75,163,3484,18,1237685.1,1017815.1
12/6/2021,08:19.9,-17.07,32.75,144,3125,27,1501759.8,1440517.2
12/6/2021,08:19.9,-17.07,32.75,180,3316,17,831181.3,734726.1
12/6/2021,08:19.9,-17.07,32.75,154,3192,24,1259863.4,1183794.9
12/6/2021,08:20.0,-17.07,32.75,160,3090,18,678562.5,614336.1
12/6/2021,08:20.0,-17.07,32.75,166,3564,12,523692.8,437895.4
12/6/2021,08:20.1,-17.07,32.75,131,3473,23,1691539.4,1517468.7
12/6/2021,08:20.6,-17.07,32.75,137,3117,31,1835603.2,1893195.3
12/6/2021,08:20.1,-17.07,32.75,184,3876,13,975185.1,712493.6
12/6/2021,08:20.1,-17.07,32.75,163,3252,38,3633289.9,3269214
12/6/2021,08:20.1,-17.07,32.75,157,3332,25,1713978.1,1542246.2
12/6/2021,08:20.1,-17.07,32.75,149,3441,21,1502595,1286087.3
12/6/2021,08:20.2,-17.07,32.75,192,3285,28,2029782.8,1869957.3
12/6/2021,08:20.2,-17.07,32.75,180,3209,52,6174404.3,5846999.6
12/6/2021,08:20.2,-17.07,32.75,163,3268,30,2197918.5,2063714.6
12/6/2021,08:20.3,-17.07,32.75,222,3025,34,2055575.1,1976383.9
12/6/2021,08:20.3,-17.07,32.75,149,3103,46,4099690,4094046.1
12/6/2021,08:20.3,-17.07,32.75,163,3107,40,3182688.7,3038624.2
12/6/2021,08:20.3,-17.07,32.75,180,3410,15,664987.5,579150
12/6/2021,08:20.4,-17.07,32.75,149,3179,26,1477953.2,1443453.6
12/6/2021,08:20.4,-17.07,32.75,176,3188,28,1738586.7,1640231.5
12/6/2021,08:20.5,-17.07,32.75,211,3050,25,1163056.2,1151661.1
12/6/2021,08:20.6,-17.07,32.75,163,3289,32,2665528,2477441.3
12/6/2021,08:20.6,-17.07,32.75,144,3141,35,2546101.9,2402654.9
12/6/2021,08:20.6,-17.07,32.75,152,3028,38,2486991.8,2489385
12/6/2021,08:20.7,-17.07,32.75,53,3726,20,1803270.6,1516285.7
12/6/2021,08:20.7,-17.07,32.75,176,3566,18,1255485.2,1030380.6
12/6/2021,08:20.8,-17.07,32.75,137,2847,34,1388908.6,1528928.8
12/6/2021,08:20.8,-17.07,32.75,142,3700,15,1014907.5,804337.7
12/6/2021,08:20.8,-17.07,32.75,163,3200,16,601904.6,581198.6
12/6/2021,08:20.8,-17.07,32.75,152,3342,22,1390154.7,1277027.6
12/6/2021,08:20.8,-17.07,32.75,157,3212,42,4165448.1,3931477.6
12/6/2021,08:20.8,-17.07,32.75,192,3365,22,1504291.8,1314170.4
12/6/2021,08:20.9,-17.07,32.75,157,3112,29,1667109.4,1596802.9
12/6/2021,08:21.0,-17.07,32.75,169,3902,12,889412.9,684810.9
12/6/2021,08:21.0,-17.07,32.75,146,3205,36,2956709.3,2811402.1
12/6/2021,08:21.0,-17.07,32.75,152,3353,20,1136884.1,1044491.1
12/6/2021,08:21.2,-17.07,32.75,144,3326,25,1778002.1,1595665.1
12/6/2021,08:21.6,-17.07,32.75,176,3486,20,1521664.4,1189785.2
12/6/2021,08:21.8,-17.07,32.75,173,3223,15,581594.9,516022.6
12/6/2021,08:21.9,-17.07,32.75,211,3332,27,2037255,1836504.1
12/6/2021,08:21.1,-17.07,32.75,146,3217,44,4514873.6,4231980.1
12/6/2021,08:21.1,-17.07,32.75,216,2991,23,921946,887674.1
12/6/2021,08:21.1,-17.07,32.75,160,3751,10,599467.7,424645.8
12/6/2021,08:21.2,-17.07,32.75,188,3689,16,1195407.7,990939.1
12/6/2021,08:21.2,-17.07,32.75,247,3110,30,1839083.4,1711559.7
12/6/2021,08:21.3,-17.07,32.75,149,3168,18,715417.5,654187.8
12/6/2021,08:21.3,-17.07,32.75,196,3549,21,1712669.9,1368386.3
12/6/2021,08:21.3,-17.07,32.75,222,2675,23,476437.5,560657.4
12/6/2021,08:21.3,-17.07,32.75,176,3191,59,7760181,7355449.7
12/6/2021,08:21.3,-17.07,32.75,169,3325,18,895981.1,824135.3
12/6/2021,08:21.4,-17.07,32.75,184,1187,159,46280,170348.9
12/6/2021,08:21.4,-17.07,32.75,173,3062,33,1993590.9,1959730.6
12/6/2021,08:21.5,-17.07,32.75,54,3511,29,3123226.2,2595952.2
12/6/2021,08:21.5,-17.07,32.75,234,2918,29,1195430,1236305.5
12/6/2021,08:21.5,-17.07,32.75,180,3685,18,1546348.3,1223016.5
12/6/2021,08:21.5,-17.07,32.75,173,3204,20,945084.1,891094.4
12/6/2021,08:21.5,-17.07,32.75,66,3217,16,624643.4,580493.2
12/6/2021,08:21.5,-17.07,32.75,163,2970,28,1295386.6,1217042.5
12/6/2021,08:21.6,-17.07,32.75,173,3315,27,1806092.8,1746282.2
12/6/2021,08:21.6,-17.07,32.75,184,3392,24,1742435.6,1499547.2
12/6/2021,08:21.7,-17.07,32.75,107,2983,23,827691.7,830800
12/6/2021,08:21.7,-17.07,32.75,142,3081,28,1498434.5,1447565.9
12/6/2021,08:21.7,-17.07,32.75,157,3565,9,317890.9,256497.6
12/6/2021,08:21.7,-17.07,32.75,180,3350,20,1202512.5,1057480.1
12/6/2021,08:21.7,-17.07,32.75,196,3518,23,1899295.2,1566928
12/6/2021,08:21.7,-17.07,32.75,201,3458,15,733712.5,648769.4
12/6/2021,08:21.7,-17.07,32.75,133,3221,29,1922733.1,1810415.9
12/6/2021,08:21.7,-17.07,32.75,139,3485,21,1590088.7,1371880.8
12/6/2021,08:21.8,-17.07,32.75,169,3248,16,648906.1,586565.9
12/6/2021,08:21.8,-17.07,32.75,176,3075,42,3299606.2,3236787.5
12/6/2021,08:21.8,-17.07,32.75,157,3423,18,967213.6,857623.3
12/6/2021,08:21.9,-17.07,32.75,160,3346,31,2718112.1,2434550
12/6/2021,08:21.9,-17.07,32.75,173,3184,31,2165820.6,1980082.7
12/6/2021,08:22.0,-17.07,32.75,176,3332,21,1187550.6,1123085.3
12/6/2021,08:22.0,-17.07,32.75,157,3010,17,519766.3,483296.2
12/6/2021,08:22.0,-17.07,32.75,166,3361,27,2159076,1874941.4
12/6/2021,08:22.3,-17.07,32.75,169,3300,26,1698357.5,1591839.6
12/6/2021,08:22.3,-17.07,32.75,142,3051,64,7430002.2,7363301
12/6/2021,08:22.6,-17.07,32.75,154,3244,25,1546483.3,1408043.7
12/6/2021,08:22.6,-17.07,32.75,222,3531,15,870337.6,721161.3
12/6/2021,08:22.6,-17.07,32.75,152,3175,25,1407860,1333553.4
12/6/2021,08:22.6,-17.07,32.75,154,3176,23,1206866.3,1086046.4
12/6/2021,08:22.9,-17.07,32.75,206,3187,20,938940.9,888798.9
12/6/2021,08:22.1,-17.07,32.75,53,3501,16,868213.6,798135.6
12/6/2021,08:22.1,-17.07,32.75,188,3814,13,956890.2,725911.6
12/6/2021,08:22.2,-17.07,32.75,192,3444,21,1384037.2,1268312.4
12/6/2021,08:22.2,-17.07,32.75,57,3522,13,697208.9,553072.8
12/6/2021,08:22.2,-17.07,32.75,169,3586,13,729625.6,599281.7
12/6/2021,08:22.3,-17.07,32.75,184,3486,20,1464721.8,1233325
12/6/2021,08:22.3,-17.07,32.75,166,3005,19,644207.1,619572.1
12/6/2021,08:22.3,-17.07,32.75,201,3510,25,2355556.1,1916846.6
12/6/2021,08:22.3,-17.07,32.75,176,2884,18,445673.2,444500.1
12/6/2021,08:22.4,-17.07,32.75,139,3227,28,1890233.8,1772729.2
12/6/2021,08:22.4,-17.07,32.75,163,3188,25,1371807.7,1375462
12/6/2021,08:22.4,-17.07,32.75,173,3660,10,418449.1,338079.4
12/6/2021,08:22.4,-17.07,32.75,142,2788,36,1456188.5,1578621.7
12/6/2021,08:22.5,-17.07,32.75,163,3238,17,711410.1,638349
12/6/2021,08:22.5,-17.07,32.75,149,3149,27,1554183.6,1524974.5
12/6/2021,08:22.5,-17.07,32.75,188,3341,36,3871204.6,3383174.7
12/6/2021,08:22.5,-17.07,32.75,154,3309,16,694558.9,609534.3
12/6/2021,08:22.6,-17.07,32.75,166,3072,28,1521847.6,1487671.2
12/6/2021,08:22.6,-17.07,32.75,166,3204,34,2614318.1,2473622.2
